review_id,username,rating,review,like_count,tanggal,hari,bulan,tahun,jam,reply,tanggal_reply,app_version
a4a341d0-aca4-4b08-95ac-be85b07c682d,sky愛,1,Ga bisa verifikasi data,0,2026-05-02 00:53:31,Saturday,2026-05,2026,00:53:31,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.",,2.16.0
c89d0b4a-8060-451f-ad98-3d06ee2bf788,Muhamad Cahyadin,1,buruk bgt sih pelayanan costumer service nya susah bgt di hubungi nya udh Berjam-jam nungguin,0,2026-05-02 00:49:30,Saturday,2026-05,2026,00:49:30,"Mohon maaf atas ketidaknyamanannya Bapak/Ibu, dikhawatirkan layanan Halo BCA 1500888 sedang padat sehingga Bapak/Ibu masih dalam antrean. Silakan dapat mencoba menghubungi kembali secara berkala.",,2.16.0
a0e41f1c-84ac-4596-b022-3b30032da82e,Alif Nursiwan,1,riber verivikasinya,0,2026-05-02 00:44:37,Saturday,2026-05,2026,00:44:37,"Mohon maaf atas ketidaknyamanannya, penambahan verifikasi biometrik pengenalan wajah bagi nasabah yg melakukan registrasi/penggantian device pada saat proses provisioning masuk ke aplikasi myBCA mobile guna keamanan. Mohon pastikan Bapak/Ibu berada di tempat terang, kamera terlihat jelas, posisi wajah berada dalam lingkaran dan data telah sesuai.",,2.16.0
55fae4ce-886c-4709-9959-ba013669071f,Firda Asnawinda,1,"lgi urgent malah gangguan, please lah",0,2026-05-02 00:03:25,Saturday,2026-05,2026,00:03:25,Mohon maaf atas kendala yang Bapak/Ibu alami. Saat ini tidak ada kendala penggunaan fasilitas myBCA dan dalam keadaan normal. Mohon memastikan jaringan dalam kondisi stabil. Kami sarankan Bapak/Ibu dapat mencoba secara berkala.,,2.16.0
94c937d9-e219-4c67-b7a0-6bda859ec652,ZAR BROTHER,1,"kenapa saya sulit login terjadi kesalahan coba lagi mulu, aduh mau transaksi jadi ga bisa ini",0,2026-05-02 00:02:15,Saturday,2026-05,2026,00:02:15,Mohon maaf atas kendala yang Bapak/Ibu alami. Saat ini tidak ada kendala penggunaan fasilitas myBCA dan dalam keadaan normal. Mohon memastikan jaringan dalam kondisi stabil. Kami sarankan Bapak/Ibu dapat mencoba secara berkala.,,2.16.0
aadb66b8-270a-4192-9cd0-6e231a9fe9fa,Ardi yansah,1,"aplikasi tolol, update malah turun performa.... Sering terjadi oops..Terjadi kesalahan... makin kesini makin jelek digital bca",0,2026-05-01 23:54:28,Friday,2026-05,2026,23:54:28,Mohon maaf atas kendala yang Bapak/Ibu alami. Saat ini tidak ada kendala penggunaan fasilitas myBCA dan dalam keadaan normal. Mohon memastikan jaringan dalam kondisi stabil. Kami sarankan Bapak/Ibu dapat mencoba secara berkala.,,
0b723e51-a1b8-44ad-855d-3673740cceb2,Khairunnisa Cantik,1,baru kali ini masuk mbanking ribetnya minta ampun segala video call lah,0,2026-05-01 23:53:26,Friday,2026-05,2026,23:53:26,"Mohon maaf atas ketidaknyamanannya, ulasan Bapak/Ibu menjadi bahan evaluasi kami guna meningkatkan layanan di masa mendatang agar kami senantiasa dapat memberikan pelayanan prima serta melayani kebutuhan perbankan Bapak/Ibu.",,
b36409ab-04ae-4203-b623-48d02ce235f0,Ristya Daffa,1,"harusnya tidak hanya kode otp,bagaimana jika kartu hilang atau kekuar negri nmr tdk aktif,roam tidak nyala,mau claim oake kode otp g bs,pakai cara kirim email kek,atau wa juga bs,g harus KODE OTP,jaman udh modern kok masi kode OTP lewat SMS",0,2026-05-01 19:47:39,Friday,2026-05,2026,19:47:39,"Mohon maaf atas ketidaknyamanannya, ulasan Bapak/Ibu menjadi bahan evaluasi kami guna meningkatkan layanan di masa mendatang agar kami senantiasa dapat memberikan pelayanan prima serta melayani kebutuhan perbankan Bapak/Ibu.",,2.16.0
77bad514-a415-4c18-825b-22e3fc64cad2,stefan arnold,1,pelayanan cs tu gmn ya buat rekening dia atas 20:00 kok lama,0,2026-05-01 13:54:23,Friday,2026-05,2026,13:54:23,Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.,,2.16.0
506c7077-1082-4a22-8e93-e7e484189a98,Yohanes,1,tidak bisa login dengan finger setelah update ke android 16,0,2026-05-01 13:12:18,Friday,2026-05,2026,13:12:18,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan Twitter @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.",,2.16.0
2d569934-6e5d-4e07-904b-67bc1d1f9ab3,Puji Handoyo,1,"tiba² keluar dari aplikasi , dan dimint amasukan no atm , sedangkan saya tidak memakai atm fisik , ke CS gak ada 7jung penyelesaian semog ke kantor cabang ada solusinya",0,2026-05-01 10:58:19,Friday,2026-05,2026,10:58:19,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, pengecekan nomor kartu ATM dapat melalui fasilitas m-BCA pada aplikasi BCA mobile jika memiliki dan bisa diakses, jika kendala dapat cetak kartu ATM melalui Cabang BCA, CS Digital membawa dokumen KTP serta bukti kepemilikan rekening (jika memiliki) dan dikenakan biaya cetak sesuai ketentuan yang berlaku.",,
7cf3c407-804d-490b-8bd7-80233a41c274,deden maulana,1,layanan cashflow apa sih itu kepotong 17ribu detail nya goggle play,0,2026-05-01 08:27:56,Friday,2026-05,2026,08:27:56,"Kami turut prihatin atas kendalanya Bapak/Ibu. Cash flow adalah catatan keuangan yang menunjukkan pergerakan uang masuk dan uang keluar. Apabila terdapat transaksi yang tidak dilakukan pada mutasi rekening, kami sarankan menghubungi Halo BCA di nomor 1500888 atau aplikasi haloBCA (bebas pulsa) agar dapat dibantu proses lebih lanjut.",,2.16.0
37a01ded-ec12-4c9c-a84f-0f49d5c83702,akbrfjrrhm 14,1,parah bug super lelet,0,2026-05-01 08:12:25,Friday,2026-05,2026,08:12:25,"Mohon maaf atas ketidaknyamanannya Bapak/Ibu. Saat ini tdk ada kendala myBCA. Mohon pastikan koneksi jaringan stabil saat ingin menggunakan aplikasi myBCA dan ruang penyimpanan di perangkat yang dipergunakan mencukupi. Kami sarankan juga restart HP terlebih dahulu dan Bapak/Ibu dapat mencoba mengakses kembali secara berkala.
",,
136a5b17-8001-4c06-af19-89ba052aa8a1,Gendut Koplo,1,Makin parah.. Kode otp tk pernah masuk sampai2 berulang kali saya coba .. ga ada solusi kah untuk ini .. posisi saya diluar negara ingin cek saldo saya .. biasanya login dapat karna skrng otp ga ada gimana cara loginnyaa .. mohon bantuannya,0,2026-05-01 07:27:31,Friday,2026-05,2026,07:27:31,"Mohon maaf atas ketidaknyamanannya. Jika menggunakan nomor handphone yang terdaftar maka pastikan roaming aktif, jika tidak maka Bapak/Ibu dpt menambahkan nomor handphone luar negeri untuk menerima OTP dengan klik Tambah No. HP Luar Negeri yang berada di layar pilih nomor HP saat proses verifikasi.",,2.16.0
92bf17bc-38f9-4565-9775-44de504383d3,Brian Tama,1,Lambat waktu mau bayar pakai qris,0,2026-05-01 07:13:15,Friday,2026-05,2026,07:13:15,Mohon maaf atas ketidaknyamanannya Bapak/Ibu. Saat ini tdk ada kendala myBCA. Mohon pastikan koneksi jaringan stabil saat ingin menggunakan aplikasi myBCA dan ruang penyimpanan di perangkat yang dipergunakan mencukupi. Kami sarankan juga restart HP terlebih dahulu dan Bapak/Ibu dapat mencoba mengakses kembali secara berkala.,,
fe54a9ab-30ee-497a-afac-ed7205c6bd56,naftali immanuel,1,"mau buka rekening gabisa terus heran sama syarat nya, padahal udah 100% mirip sama yang disuruh lakuin tetep aja gabisa bisa",0,2026-05-01 05:52:21,Friday,2026-05,2026,05:52:21,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.
",,2.16.0
7178dc24-436e-4870-bbf6-8e9efd8f4186,Dian Nike,1,"ga mobile bca ga mybca sama² rusak apknya,di daftarin berkali kali kaga bisa²,mendingan ga usah di pake aja tuh apknya,udh banyak yg komplen di penilain playstore buknnya di perbaiki malah di diemin,apk kacau!!!",0,2026-05-01 05:26:37,Friday,2026-05,2026,05:26:37,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.
",,2.16.0
33afdf09-744e-4a77-a12a-a94513272d7e,Seri Dewi Murtasiah,1,"gaktau fungsj si bca mobile my bca ini apa, perasaan staff buka rek online nya di rekrut khusus, bank lain bahkan gak punya. tapi BCA, sumpah RIBETTT & LAMA BANGET !!!! perlu surat ket. kerja diminta, ngisi ulang data berrrrkali2 salah. bahkan ampe surat nya di tdt pimpinan tertinggi seklipun masih mau minta wajib di KOP. wajib cap lembaga. Memamg seperti ini surat dari lembaganya, masa mau minya custom. Bener2 habis energy capek webny jg selalu bilanf fotonya buram pdahal jelas, web mu rabun",0,2026-05-01 05:25:37,Friday,2026-05,2026,05:25:37,"Mohon maaf atas ketidaknyamanannya. Ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik dan senantiasa dapat memberikan pelayanan prima serta melayani kebutuhan perbankan Bapak/Ibu.
",,
7f1c126c-afcc-4041-81d3-f042d8168c42,Indah Ajh,1,"halo ka, sya pelanggan setia bca, sya dsnih mengeluhkan knp ad perbedaan antara bca expresi dan lainya, klo yg lainnya ketika kartu bca keblokir hilang atau lainnya, tapi mbangkin atau mybca masih berfungsi ini knp tdk bisa.sungguh ya menjadi kesuliatan krna msalah ini, sya memblokit scara mandiri via mybca krna krtu sya hilang, tapi knp mybca sya juga kblokir atau tdk bs di gunakan, sunggu sya tdk hbis pkirr, knp ad perbedaan antara expresi dan tipe yg lainnya..mohon tdk menyulitkan custemer ka",0,2026-05-01 04:34:59,Friday,2026-05,2026,04:34:59,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk jenis Rekening Xpresi tidak memiliki buku rekening, sehingga jika kartu ATM Xpresi dilakukan pemblokiran maka rekening akan diblokir sehingga tidak dapat melakukan transaksi pada myBCA. Hal tersebut sudah menjadi ketentuan yang berlaku.",,2.16.0
adc941ff-c682-4ec2-aaba-5402971bebdc,Ami Fadjar Ramadhan,1,"Sering sekali pending/lemot untuk membuka aplikasi, tolong dong perbaikannya",0,2026-05-01 03:27:25,Friday,2026-05,2026,03:27:25,"Mohon maaf atas ketidaknyamanannya Bapak/Ibu. Saat ini tdk ada kendala myBCA. Mohon pastikan koneksi jaringan stabil saat ingin menggunakan aplikasi myBCA dan ruang penyimpanan di perangkat yang dipergunakan mencukupi. Kami sarankan juga restart HP terlebih dahulu dan Bapak/Ibu dapat mencoba mengakses kembali secara berkala.
",,2.16.0
ad4d3523-5d77-44ac-8321-fa33350f7a7f,Raya Fahreza,1,CS nya tidur yaa saya mau bikin rek untuk video call tidak di angkat angkat,0,2026-05-01 01:53:41,Friday,2026-05,2026,01:53:41,"Mhn maaf atas ketidaknyamanannya Bpk/Ibu. Terkait hal tersebut kami sarankan dpt mencoba secara berkala dikhawatirkan dalam proses antrean, apabila tdk bisa melakukan video call kami sarankan dpt konfirmasi ke layanan Twitter @HaloBCA atau Email halobca@bca.co.id agar dpt kami tindak lanjut.",,2.16.0
2339964e-ccfd-439b-9267-7a8cd6791e5f,vie febrian,1,agak laen ini aplikasi kode no negara indonesia gak ada..,0,2026-04-30 20:04:44,Thursday,2026-04,2026,20:04:44,"Mohon maaf atas ketidaknyamanannya Bapak/Ibu. Penambahan nomor HP di myBCA berlaku untuk nomor HP luar negeri. Jika telah menggunakan nomor HP e-Banking dgn nomor HP Indonesia yg tlh terdaftar, maka saat melakukan verifikasi tdk perlu memilih ""Tambah Nomor Handphone"", silakan dapat pilih nomor yg telah terdaftar dan mengikuti informasi selanjutnya.",,2.16.0
df5ff54d-9ceb-425d-ab6b-2eec61d11670,Arii Wibowo,1,update mulu busettt dahh ngapa yaaaa,0,2026-04-30 18:05:24,Thursday,2026-04,2026,18:05:24,"Mohon maaf atas ketidaknyamanannya Bapak/Ibu, untuk update aplikasi dilakukan salah satunya untuk memperbaiki bug dari versi sebelumnya, kami sarankan silakan dilakukan update aplikasinya untuk kenyamanan transaksi ke depannya.
",,2.16.0
b715319c-a256-4ed4-9be7-ffce958c4e48,Saelendra Zibran,1,aplikasi konyol cuman karena sinyal hilang terus aplikasi gw refresh akun gw kok jadi logout mana login harus minta otp mana cs nya lemot lagi udh telpon gak diangkat2 diminta WA malah gak di bales² sampe mengetik kasar baru di bales udah gitu pas minta bantuan gak di bales lagi emang payah ini aplikasi mending balik lagi ke m banking pokoknya kalau sudah punya m banking jangan download ini aplikasi,0,2026-04-30 12:42:12,Thursday,2026-04,2026,12:42:12,Mohon maaf atas ketidaknyamanan Bapak/Ibu. Pastikan SIM card yang terdaftar nomor handphone e-banking tidak terlepas dari SIM 1. Permintaan OTP pastikan tersedia pulsa. Perihal penggunaan aplikasi myBCA dapat digunakan berbarengan dengan aplikasi BCA mobile.,,2.16.0
5d9b6ee6-5e02-4f94-a907-c0005793e46e,Agus Hariyanto,1,pake qris 3x gagal tapi saldo sudah berkurang monyet bca mana tanggal tua hubungin cs gada respown,0,2026-04-30 12:31:43,Thursday,2026-04,2026,12:31:43,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk lebih lanjut dapat hubungi Halo BCA 1500888 melalui aplikasi haloBCA atau myBCA pada pusat bantuan bebas pulsa.
",,2.16.0
da8e399b-9f81-46b5-b718-988cb902e1b1,NUB Chanel,1,"anehh ,, bcaa, di apk pas transaksi gagal, tapi kq bisa bisaanyaa saldo kepotong , kocak",0,2026-04-30 12:18:55,Thursday,2026-04,2026,12:18:55,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk lebih lanjut dapat hubungi Halo BCA 1500888 melalui aplikasi haloBCA atau myBCA pada pusat bantuan bebas pulsa.
",,2.16.0
c87d00e6-357b-4bb6-a4e3-43ab4c81f479,Veltri Anggriani,1,apli kasi tidak jelas suka keluar sendiri sering suka mau di firpikasi terus .bikin riber terkadang orang mau cepat jadi ter thnda gara hal yg bga jelas,0,2026-04-30 11:42:48,Thursday,2026-04,2026,11:42:48,"Mohon maaf atas ketidaknyamanan Bapak/Ibu. Mohon pastikan jaringan dalam keadaan stabil dan tidak ada kendala pada device yang digunakan. Kami sarankan dapat mencoba secara berkala.
",,2.16.0
2faf3071-90b7-4677-a7e5-de2b4d8c72be,ario dwi,1,aplikasi tolol,0,2026-04-30 09:58:48,Thursday,2026-04,2026,09:58:48,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon dapat informasikan detail kendala yang dimaksud agar kami informasikan lebih lanjut sesuai kebutuhan.",,2.16.0
8a3eb854-60bc-4fef-bccf-75d23d7f598d,M P V F,1,"apk bego tololl, ribet kagk jelas",0,2026-04-30 09:43:02,Thursday,2026-04,2026,09:43:02,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon dapat informasikan detail kendala yang dimaksud agar kami informasikan lebih lanjut sesuai kebutuhan.",,2.16.0
e0137352-d39b-4d38-b6d2-a8ed0e12dcb8,Luki Nuryadin,1,"saya jarang ngasih review buruk. tapi log in susah, cek saldo susah, udah kebangetan. saya revisi penilaian jika sudah diperbaiki",0,2026-04-30 09:37:36,Thursday,2026-04,2026,09:37:36,Mohon maaf atas ketidaknyamanan Bapak/Ibu. Mohon pastikan jaringan dalam keadaan stabil dan tidak ada kendala pada device yang digunakan. Kami sarankan dapat mencoba secara berkala.,,
dc8dcb65-d5dc-4855-9b7e-1c1619d0a618,Dear God,1,"aplikasi tolol, mau daftar buat akun ga bisa",0,2026-04-30 08:12:56,Thursday,2026-04,2026,08:12:56,Mohon maaf atas ketidaknyamanan Bapak/Ibu. Mohon pastikan jaringan dalam keadaan stabil dan tidak ada kendala pada device yang digunakan. Kami sarankan dapat mencoba secara berkala.,,2.16.0
9f92f7a0-693c-4ca4-a4ce-fbb403407285,Muhammad Zackaria,1,selalu dan terjadi terus. kenapa setiap saya masukan password selalu salah. padahal waktu itu saya sudah catat,0,2026-04-30 07:57:04,Thursday,2026-04,2026,07:57:04,"Mohon maaf atas kendala yang Bapak/Ibu alami. Untuk mengakses myBCA mohon dipastikan nomor handphone yang terdaftar berada pada slot SIM 1, menggunakan jaringan internet yang stabil dan data yang dimasukkan telah sesuai. Bapak/Ibu dapat mencoba secara berkala.",,2.16.0
8f0049e6-4f69-404a-9a33-64e116981c0a,MAS POND,1,"Kecewa,, ga bisa di instal di andoid lama",0,2026-04-30 05:55:55,Thursday,2026-04,2026,05:55:55,Mohon maaf atas ketidaknyamanannya Bapak/Ibu. Mohon pastikan sistem untuk perangkat Bapak/Ibu sudah memenuhi operasi minimum untuk akses myBCA mobile.,,
b4047927-67b3-4f08-b5f4-c01084042a78,Syariva Maris,2,"Maaf min, sy coba masuk ke akun lama sy. Sudah masukin BCA ID dan pass, dimintalah nomor hp, tapi kenapa kode negara Indonesia ga ada ya? Bug, jaringan atau gimana ini???",0,2026-04-30 04:26:23,Thursday,2026-04,2026,04:26:23,"Mhn maaf atas ketidaknyamanannya Bapak/Ibu. Penambahan nomor HP di myBCA berlaku untuk nomor HP luar negeri. Jika telah menggunakan nomor HP e-Banking dgn nomor HP Indonesia yg telah terdaftar, maka saat melakukan verifikasi tdk perlu memilih ""Tambah Nomor Handphone"", silakan dapat pilih nomor yg telah terdaftar dan mengikuti informasi selanjutnya.",,2.16.0
52d60b21-17af-4aec-98ee-7a7b41cd5730,Lala la,1,Lemot..... dan ini malah gak bisa dibuka mencret emang,0,2026-04-30 04:01:49,Thursday,2026-04,2026,04:01:49,"Mohon maaf atas kendala yang Bapak/Ibu alami. Untuk mengakses myBCA mohon dipastikan nomor handphone yang terdaftar berada pada slot SIM 1, menggunakan jaringan internet yang stabil, memiliki ketersediaan pulsa yang cukup serta tidak menggunakan WiFi.
",,
6ac6ea73-d8d5-499e-8027-81227c010347,Mamah Ihah,1,"di sudah login. di verifikasi gagal terus berkali"" mau sampe kapan ini dan lemot banget",0,2026-04-30 03:46:32,Thursday,2026-04,2026,03:46:32,"Mohon maaf atas kendala yang Bapak/Ibu alami. Untuk mengakses myBCA mohon dipastikan nomor handphone yang terdaftar berada pada slot SIM 1, menggunakan jaringan internet yang stabil, memiliki ketersediaan pulsa yang cukup serta tidak menggunakan WiFi.
",,2.16.0
d0014681-7968-4b7c-b272-699ab5bd52db,Muhammad Atok Illah,2,"kalo ada pemotongan biaya, tolong notifikasi dan rinciannya di sertakan agar kita tau detail dan jumlah pemotongannya. jangan asal motong saldo lalu di aktivitas, untukmu dan di mutasi rekening gk ada rincian apapun.",0,2026-04-30 00:07:54,Thursday,2026-04,2026,00:07:54,"Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.
",,2.16.0
8b8a07a1-6641-4487-b33d-8355a353d23b,Hairunisa Official,1,Saya ingin buka rekening baru kok susahnya minta ampun ya soalnya foto wajah gak ada koneksi terus mengisi No. NPWP dianggap kurang angka padahal udah sesuai 16 digit tolong diperbaiki secepatnya ya Min 😭,0,2026-04-29 22:32:33,Wednesday,2026-04,2026,22:32:33,"Mohon maaf atas kendalanya. Untuk kendala tersebut mohon pastikan Bapak/Ibu berada di tempat terang, kamera terlihat jelas, posisi wajah berada dalam lingkaran, data telah sesuai, menggunakan jaringan data stabil dan tidak menggunakan WiFi. Bapak/Ibu dapat mencoba secara berkala.
",,
299386b6-7a7f-4b82-9c01-8b08aba6800d,M.ridwan Mulyawan,1,"parah semenjak update malah gak bisa login ,tolong perbaiki dong min, masa ke blokir Mulu parah nih apk",0,2026-04-29 18:45:01,Wednesday,2026-04,2026,18:45:01,Mohon maaf atas ketidaknyamanan Bapak/Ibu. Mohon pastikan jaringan dalam keadaan stabil dan tidak ada kendala pada device yang digunakan. Kami sarankan dapat mencoba secara berkala.,,2.16.0
544e7709-2d45-47d2-adc6-ac8c1cc0cc30,Ari Dwi,1,"lamaa bgt ya allah ,nelpon cs buat buka rekening bisa 40 menit nunggu doang",0,2026-04-29 14:12:40,Wednesday,2026-04,2026,14:12:40,Mohon maaf atas ketidaknyamanannya Bapak/Ibu namun dikhawatirkan layanan masih dalam antrean sehingga kami sarankan dapat menghubungi kembali secara berkala.,,2.16.0
07549007-50ae-4223-9417-d12144b89db5,DICY TAM,1,"lama x kalau beri kode otp, ga di beri"" sampe sekarang",0,2026-04-29 12:06:53,Wednesday,2026-04,2026,12:06:53,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, namun untuk SMS penerimaan kode OTP membutuhkan ketersediaan pulsa. Mohon pastikan tidak menggunakan WiFi, menggunakan koneksi dari nomor HP yang terdaftar (pada slot utama), pastikan jaringan dalam keadaan stabil serta silakan dapat mencoba secara berkala.",,
ea56f213-8fe1-4828-9a9a-72dfdac7c318,Sitti Rahma,1,"ini maksudnya gimna yah, saya udah berkali-kali verifikasi kok gagal terus, katanya data E KTP saya TDK sesuai padahal udah sesuai loh, kok ribet banget sih sekarang. mau informasi ke Halo BCA eh harus pakai pulsa dlu, giliran udah pakai pulsa cuman dikasih info hati2 penipuan kan sia2 pulsa saya woi. ish malas sekali aku",0,2026-04-29 10:12:21,Wednesday,2026-04,2026,10:12:21,"Mohon maaf atas ketidaknyamanannya. Pastikan data yang dimasukkan sudah sesuai, cahaya mencukupi, kamera menyesuaikan dengan garis yang sudah ditentukan serta jaringan stabil. Untuk menghubungi Halo BCA tanpa pulsa dapat melalui aplikasi haloBCA atau myBCA pada pusat bantuan.",,2.16.0
